codigo,descricao,grupo,total_movimento,data_baixa,estoque_minimo,tempo_reposicao,ano,mes
583,BOLA SEXTAVADA S/FURO PRETA,INJETADOS,25,2025-05-23 00:00:00.000,800,12,2025,5
587,CHAPEU INJ P/ LANTER SEX PR,INJETADOS,25,2025-05-23 00:00:00.000,700,12,2025,5
589,QUADRO INJ P/LANTER SEX PR,INJETADOS,25,2025-05-23 00:00:00.000,700,12,2025,5
625,"PARAF AA CAB PAN PHIL 3,5X13 ZB",FIXAÇÃO,100,2025-05-23 00:00:00.000,10453,30,2025,5
731,POSTE INJ P/ BALIZADOR PR,INJETADOS,25,2025-05-23 00:00:00.000,140,12,2025,5
953,CONJ SOQ 40 CM PARALELO PR,MONTADOS,25,2025-05-23 00:00:00.000,400,7,2025,5
5021,TRIANGULO GRANDE MARROM P/ CORRENTE,INJETADOS,16,2025-07-09 00:00:00.000,90,12,2025,7
5554,LENTE INJ REDONDA  MINESSOTA,INJETADOS,16,2025-07-09 00:00:00.000,400,12,2025,7
5576,CX PAP SIMPLES KRAFT REF: 8430,EMBALAGEM,16,2025-07-09 00:00:00.000,70,7,2025,7
5626,CX SIMPLES MASTER 340x340x470 REF-8430,EMBALAGEM,2,2025-07-09 00:00:00.000,4,7,2025,7
7121,CONJ DISCO INJ MARROM TEXT LANT 340,MONTADOS,16,2025-07-09 00:00:00.000,150,7,2025,7
9511,QUADRO INJ RED LIN MINESOTA MARROM,INJETADOS,16,2025-07-09 00:00:00.000,130,17,2025,7
9512,BOLA INJ P/ LANTER SEX C/ F MARROM,INJETADOS,16,2025-07-09 00:00:00.000,90,12,2025,7
9513,BOLA INJ P/ LANTER SEX S/ F MARROM,INJETADOS,16,2025-07-09 00:00:00.000,118,12,2025,7
9528,CONJ PENDENTE MARROM 8430,MONTADOS,16,2025-07-09 00:00:00.000,30,10,2025,7
1753,"REBITE AL 3,2X6 MM",FIXAÇÃO,8,2024-08-09 00:00:00.000,3000,0,2024,8
6433,CX MAST 320x290x400 REF 8265-8268-8422/2,EMBALAGEM,1,2024-08-09 00:00:00.000,4,7,2024,8
7509,DISCO AL ARAND P/TRAVA COBRE,PINTURA,4,2024-08-09 00:00:00.000,0,1,2024,8
7525,ROTULO LINHA SAN LUIS ARANDELA 8630/2,EMBALAGEM,4,2024-08-09 00:00:00.000,0,12,2024,8
7552,CONJ SOQ 26 CM PARAL PR ESPETO DESLO,ELÉTRICO,8,2024-08-09 00:00:00.000,0,10,2024,8
7564,ARANDELA ALZ REDONDA 30CM COBRE,PINTURA,4,2024-08-09 00:00:00.000,0,1,2024,8
7037,CHAPEU PEND. INJ MARROM 8335 ASPEN,INJETADOS,24,2025-08-27 00:00:00.000,150,12,2025,8
10839,SOQUETE ROSCA E27 INJETADO CONTATO AUTOM,ELÉTRICO,24,2025-08-27 00:00:00.000,3000,3,2025,8
5218,CARTELA CLICK PADRAO DUPLEX 300GR VERNIZ,EMBALAGEM,24,2025-02-05 00:00:00.000,3000,7,2025,2
8581,CONJ.8335/8336 OURO VELHO (LENTE+QUADRO),INJETADOS,24,2025-02-05 00:00:00.000,409,12,2025,2
8801,CONJ DISCO INJ OURO VELHO TEXT P/ 340,MONTADOS,24,2025-02-05 00:00:00.000,100,10,2025,2
8901,CONJ PENDENTE OURO VELHO 8335 ASPEN,MONTADOS,24,2025-02-05 00:00:00.000,70,7,2025,2
625,"PARAF AA CAB PAN PHIL 3,5X13 ZB",FIXAÇÃO,48,2025-08-27 00:00:00.000,10453,30,2025,8
5035,CABO 40 CM PARAL MARROM,ELÉTRICO,24,2025-08-27 00:00:00.000,1000,15,2025,8
9062,CX PAP SIMPLES KRAFT REF 8631,EMBALAGEM,4,2024-08-09 00:00:00.000,2,7,2024,8
9063,"PARAF ACO G2 MAQ RED FS 3/16-24FX3,8 ZB",FIXAÇÃO,4,2024-08-09 00:00:00.000,0,3,2024,8
9075,TRAVESSA ACO DUPLA 2 PARAF NAS PONTAS,ELABORAÇÃO AX(1),4,2024-08-09 00:00:00.000,0,0,2024,8
9289,PORCA PASSANTE COBRE INJETADA,INJETADOS,8,2024-08-09 00:00:00.000,22,17,2024,8
672,"SACO PEBD LISO 27X38X0,08 BARRA 2",EMBALAGEM,24,2025-02-05 00:00:00.000,2000,20,2025,2
1018,CX SIMPLES MASTER 335x316x323 REF-8273,EMBALAGEM,"1,9992",2025-02-05 00:00:00.000,60,7,2025,2
583,BOLA SEXTAVADA S/FURO PRETA,INJETADOS,12,2024-09-25 00:00:00.000,800,12,2024,9
585,BRACO INJ ARANDE SEX PR,INJETADOS,12,2024-09-25 00:00:00.000,525,12,2024,9
587,CHAPEU INJ P/ LANTER SEX PR,INJETADOS,12,2024-09-25 00:00:00.000,700,12,2024,9
589,QUADRO INJ P/LANTER SEX PR,INJETADOS,12,2024-09-25 00:00:00.000,700,12,2024,9
2960,CONJ SOQ 26 CM PARAL PR S/ CHAPINHA,MONTADOS,12,2024-09-25 00:00:00.000,600,7,2024,9
7721,TRAVESSA INJ DUPLA 2 PARAF M4,MONTADOS,12,2024-09-25 00:00:00.000,1785,12,2024,9
9734,CAPA ALTA INJETADA REDONDA PRETA,INJETADOS,48,2025-04-24 00:00:00.000,70,12,2025,4
9743,CX CARTAO 300G 84X84X130 REF.8834-8835,EMBALAGEM,48,2025-04-24 00:00:00.000,85,7,2025,4
9753,"SACO PE LISO 13x19x0,08",EMBALAGEM,48,2025-04-24 00:00:00.000,500,1,2025,4
10342,CONJ SOQ 15 CM PRETO,MONTADOS,48,2025-04-24 00:00:00.000,600,7,2025,4
5228,CONJ ARANDELA PRETO 341/343 CLASSIC,MONTADOS,1,2025-01-21 00:00:00.000,100,7,2025,1
7721,TRAVESSA INJ DUPLA 2 PARAF M4,MONTADOS,1,2025-01-21 00:00:00.000,1785,12,2025,1
9287,PORCA PASSANTE PRETA INJETADA,INJETADOS,2,2025-01-21 00:00:00.000,4500,12,2025,1
8167,CX SIMPLES MASTER 350x260x135 REF -8832,EMBALAGEM,"4,032",2025-04-24 00:00:00.000,24,7,2025,4
9729,TRAVESSA PRETA INJETADA P/ SPOT SOBREPOR,INJETADOS,48,2025-04-24 00:00:00.000,127,12,2025,4
9733,KIT 2 PA PANELA 4 X 20 ZA+2 BUCHA 6 PLAS,FIXAÇÃO,48,2025-04-24 00:00:00.000,100,10,2025,4
8168,LENTE SEXTAVADA CRISTAL,INJETADOS,72,2024-09-25 00:00:00.000,3000,12,2024,9
9287,PORCA PASSANTE PRETA INJETADA,INJETADOS,24,2024-09-25 00:00:00.000,4500,12,2024,9
9797,COPO ARANDELA INJETADO PRETO COM FURO,INJETADOS,12,2024-09-25 00:00:00.000,435,7,2024,9
10646,CX PAP KRAFT 8127/8138 S/ IMPRESSÃO,EMBALAGEM,6,2024-09-25 00:00:00.000,10,10,2024,9
4582,QUADRO INJ PRETO 8340/8341 LIN. VIRGINIA,INJETADOS,1,2025-01-21 00:00:00.000,300,12,2025,1
4586,LENTE INJ CRISTAL 8340/8341 LIN VIRGINIA,INJETADOS,4,2025-01-21 00:00:00.000,2100,12,2025,1
583,BOLA SEXTAVADA S/FURO PRETA,INJETADOS,3,2024-04-22 00:00:00.000,800,12,2024,4
585,BRACO INJ ARANDE SEX PR,INJETADOS,3,2024-04-22 00:00:00.000,525,12,2024,4
625,"PARAF AA CAB PAN PHIL 3,5X13 ZB",FIXAÇÃO,12,2024-04-22 00:00:00.000,10453,30,2024,4
2960,CONJ SOQ 26 CM PARAL PR S/ CHAPINHA,MONTADOS,3,2024-04-22 00:00:00.000,600,7,2024,4
5549,CHAPEU INJ RED LIN MINESOTA PR,INJETADOS,3,2024-04-22 00:00:00.000,255,12,2024,4
5552,QUADRO INJ RED LIN MINESOTA PR,INJETADOS,3,2024-04-22 00:00:00.000,300,12,2024,4
9520,CHAPEU INJ P/ LANTER SEX MARROM,INJETADOS,6,2024-12-06 00:00:00.000,75,12,2024,12
9531,CONJ ARANDELA 8114 MARROM,MONTADOS,6,2024-12-06 00:00:00.000,0,7,2024,12
516,LENTE SEXTAVADA C/TEXTURA,INJETADOS,36,2024-12-06 00:00:00.000,2500,12,2024,12
1030,CX MASTER 604x362x383 REF:8114/ 8115,EMBALAGEM,"1,02",2024-12-06 00:00:00.000,30,7,2024,12
1385,CX PAP PARDA KRAFT REF 8114/ 8115,EMBALAGEM,6,2024-12-06 00:00:00.000,180,7,2024,12
7721,TRAVESSA INJ DUPLA 2 PARAF M4,MONTADOS,6,2024-12-06 00:00:00.000,1785,12,2024,12
9288,PORCA PASSANTE MARROM INJETADA,INJETADOS,12,2024-12-06 00:00:00.000,490,12,2024,12
9513,BOLA INJ P/ LANTER SEX S/ F MARROM,INJETADOS,6,2024-12-06 00:00:00.000,118,12,2024,12
5554,LENTE INJ REDONDA  MINESSOTA,INJETADOS,3,2024-04-22 00:00:00.000,400,12,2024,4
5577,CX PAP SIMPLES KRAFT REF: 8431/8432,EMBALAGEM,3,2024-04-22 00:00:00.000,80,7,2024,4
5627,CX MASTER 410x370x640 REF:8431/8432,EMBALAGEM,"0,375",2024-04-22 00:00:00.000,4,7,2024,4
7721,TRAVESSA INJ DUPLA 2 PARAF M4,MONTADOS,3,2024-04-22 00:00:00.000,1785,12,2024,4
9287,PORCA PASSANTE PRETA INJETADA,INJETADOS,6,2024-04-22 00:00:00.000,4500,12,2024,4
506,"PARAF AA CAB PAN PHIL 2,9X9,5 ZB",FIXAÇÃO,12,2024-12-06 00:00:00.000,3000,3,2024,12
9582,FUNDO ARAN 15 CM LINHA DUBLIN BRANCO,INJETADOS,6,2024-10-29 00:00:00.000,52,12,2024,10
9712,COPO ARANDELA INJETADO BRANCO,INJETADOS,6,2024-10-29 00:00:00.000,255,12,2024,10
9894,LENTE INJ ARANDELA 15CM CRISTAL,INJETADOS,6,2024-10-29 00:00:00.000,120,12,2024,10
10069,GRADE ARANDELA 15CM ABERTA BRANCA,INJETADOS,6,2024-10-29 00:00:00.000,100,12,2024,10
10134,CX  MASTER  425X340X165 REF:351,EMBALAGEM,"0,4818",2024-10-29 00:00:00.000,23,7,2024,10
10341,CONJ SOQ 15 CM BRANCO,ELÉTRICO,6,2024-10-29 00:00:00.000,55,7,2024,10
625,"PARAF AA CAB PAN PHIL 3,5X13 ZB",FIXAÇÃO,32,2025-01-10 00:00:00.000,10453,30,2025,1
2960,CONJ SOQ 26 CM PARAL PR S/ CHAPINHA,MONTADOS,8,2025-01-10 00:00:00.000,600,7,2025,1
5554,LENTE INJ REDONDA  MINESSOTA,INJETADOS,8,2025-01-10 00:00:00.000,400,12,2025,1
5577,CX PAP SIMPLES KRAFT REF: 8431/8432,EMBALAGEM,8,2025-01-10 00:00:00.000,80,7,2025,1
5627,CX MASTER 410x370x640 REF:8431/8432,EMBALAGEM,1,2025-01-10 00:00:00.000,4,7,2025,1
7721,TRAVESSA INJ DUPLA 2 PARAF M4,MONTADOS,8,2025-01-10 00:00:00.000,1785,12,2025,1
9513,BOLA INJ P/ LANTER SEX S/ F MARROM,INJETADOS,12,2025-05-05 00:00:00.000,118,12,2025,5
9519,QUADRO INJ P/ LANTER SEX MARROM,INJETADOS,12,2025-05-05 00:00:00.000,200,12,2025,5
9530,CONJ PENDENTE 8113 MARROM,MONTADOS,12,2025-05-05 00:00:00.000,20,10,2025,5
516,LENTE SEXTAVADA C/TEXTURA,INJETADOS,72,2025-05-05 00:00:00.000,2500,12,2025,5
798,CX SIMPLES MASTER 620x177x450 REF-8113,EMBALAGEM,"2,04",2025-05-05 00:00:00.000,40,10,2025,5
1384,CX PAP SIMPLES KRAFT REF 8113,EMBALAGEM,12,2025-05-05 00:00:00.000,200,7,2025,5
5021,TRIANGULO GRANDE MARROM P/ CORRENTE,INJETADOS,12,2025-05-05 00:00:00.000,90,12,2025,5
7121,CONJ DISCO INJ MARROM TEXT LANT 340,MONTADOS,12,2025-05-05 00:00:00.000,150,7,2025,5
9512,BOLA INJ P/ LANTER SEX C/ F MARROM,INJETADOS,12,2025-05-05 00:00:00.000,90,12,2025,5
9288,PORCA PASSANTE MARROM INJETADA,INJETADOS,16,2025-01-10 00:00:00.000,490,12,2025,1
9511,QUADRO INJ RED LIN MINESOTA MARROM,INJETADOS,8,2025-01-10 00:00:00.000,130,17,2025,1
9513,BOLA INJ P/ LANTER SEX S/ F MARROM,INJETADOS,8,2025-01-10 00:00:00.000,118,12,2025,1
9514,CHAPEU INJ RED LIN MINESOTA MARROM,INJETADOS,8,2025-01-10 00:00:00.000,100,12,2025,1
9515,BRACO INJ ARANDE SEX MARROM,INJETADOS,8,2025-01-10 00:00:00.000,219,12,2025,1
506,"PARAF AA CAB PAN PHIL 2,9X9,5 ZB",FIXAÇÃO,24,2025-05-05 00:00:00.000,3000,3,2025,5
569,TRAVESSA INJ PR,INJETADOS,6,2024-12-02 00:00:00.000,2000,12,2024,12
6346,CABO 45 CM  PARAL PR TARJADO,ELÉTRICO,6,2024-12-02 00:00:00.000,500,15,2024,12
7430,"ARRUELA ACO DENTADA INT 10X18X0,9 ZB",FIXAÇÃO,6,2024-12-02 00:00:00.000,365,3,2024,12
7437,PORCA ACO FOGAO M10 X 3 MM ZB,FIXAÇÃO,6,2024-12-02 00:00:00.000,200,3,2024,12
10143,"CABO  FLEXÍVEL 0,50 MM² 750V 15CM PR",ELÉTRICO,6,2024-12-02 00:00:00.000,1218,15,2024,12
10374,INTERRUPTOR LIGA/DESLIGA PRETO,ELÉTRICO,6,2024-12-02 00:00:00.000,100,20,2024,12
10737,CONJUNTO TUBO AL DOURADO 81053,PINTURA,6,2024-12-02 00:00:00.000,20,1,2024,12
10745,CONJ TUBO+BUCHA DOURADO ARANDELA 81053,PINTURA,6,2024-12-02 00:00:00.000,12,1,2024,12
10375,SOQUETE TERMO P/ ABAJUR BRANCO- ID 08,ELÉTRICO,6,2024-12-02 00:00:00.000,100,7,2024,12
10379,CUPULA CONICA 8X17X12 TECIDO PRETO,ABAJUR,6,2024-12-02 00:00:00.000,29,25,2024,12
10447,"ROTULO LINHA TORONTO REF:81053=12X9,5CM",EMBALAGEM,6,2024-12-02 00:00:00.000,500,0,2024,12
10469,COPO AL 45MM DOURADO,PINTURA,6,2024-12-02 00:00:00.000,35,1,2024,12
10472,DISC AL130X24X1  2 FUR+ FUR 20MM DOURADO,PINTURA,6,2024-12-02 00:00:00.000,30,7,2024,12
10473,PORCA AL USINA 1/2 ROSCA INT M10 DOURADO,PINTURA,6,2024-12-02 00:00:00.000,48,1,2024,12
6531,"BASE AL 580MM C/SAPATA  2""",ELABORAÇÃO AX(1),15,2024-06-13 00:00:00.000,100,1,2024,6
506,"PARAF AA CAB PAN PHIL 2,9X9,5 ZB",FIXAÇÃO,144,2024-11-01 00:00:00.000,3000,3,2024,11
583,BOLA SEXTAVADA S/FURO PRETA,INJETADOS,72,2024-11-01 00:00:00.000,800,12,2024,11
585,BRACO INJ ARANDE SEX PR,INJETADOS,72,2024-11-01 00:00:00.000,525,12,2024,11
587,CHAPEU INJ P/ LANTER SEX PR,INJETADOS,72,2024-11-01 00:00:00.000,700,12,2024,11
589,QUADRO INJ P/LANTER SEX PR,INJETADOS,72,2024-11-01 00:00:00.000,700,12,2024,11
9287,PORCA PASSANTE PRETA INJETADA,INJETADOS,144,2024-11-01 00:00:00.000,4500,12,2024,11
9797,COPO ARANDELA INJETADO PRETO COM FURO,INJETADOS,72,2024-11-01 00:00:00.000,435,7,2024,11
626,"PARAF AA CAB PAN PHIL 3,5X16 ZB",FIXAÇÃO,144,2024-11-01 00:00:00.000,4000,2,2024,11
1030,CX MASTER 604x362x383 REF:8114/ 8115,EMBALAGEM,"12,24",2024-11-01 00:00:00.000,30,7,2024,11
1385,CX PAP PARDA KRAFT REF 8114/ 8115,EMBALAGEM,72,2024-11-01 00:00:00.000,180,7,2024,11
2960,CONJ SOQ 26 CM PARAL PR S/ CHAPINHA,MONTADOS,72,2024-11-01 00:00:00.000,600,7,2024,11
7721,TRAVESSA INJ DUPLA 2 PARAF M4,MONTADOS,72,2024-11-01 00:00:00.000,1785,12,2024,11
8168,LENTE SEXTAVADA CRISTAL,INJETADOS,432,2024-11-01 00:00:00.000,3000,12,2024,11
859,SOQUE PORCE P/ DICROI GU 10 C/CABO 15CM,ELÉTRICO,12,2024-02-23 00:00:00.000,136,7,2024,2
1255,"PARAF AA CAB PAN PHIL 2,9X13 ZB",FIXAÇÃO,24,2024-02-23 00:00:00.000,1500,10,2024,2
8166,CX SIMPLES MASTER 350x260x90 REF- 8830,EMBALAGEM,"1,008",2024-02-23 00:00:00.000,5,7,2024,2
9729,TRAVESSA PRETA INJETADA P/ SPOT SOBREPOR,INJETADOS,12,2024-02-23 00:00:00.000,127,12,2024,2
9732,CX CARTAO 300G 84X84X85 REF.8830-8831,EMBALAGEM,12,2024-02-23 00:00:00.000,57,7,2024,2
9733,KIT 2 PA PANELA 4 X 20 ZA+2 BUCHA 6 PLAS,FIXAÇÃO,12,2024-02-23 00:00:00.000,100,10,2024,2
9741,CAPA BAIXA INJETADA REDONDA PRETA 8831,INJETADOS,12,2024-02-23 00:00:00.000,30,12,2024,2
9753,"SACO PE LISO 13x19x0,08",EMBALAGEM,12,2024-02-23 00:00:00.000,500,1,2024,2
506,"PARAF AA CAB PAN PHIL 2,9X9,5 ZB",FIXAÇÃO,22,2024-06-24 00:00:00.000,3000,3,2024,6
516,LENTE SEXTAVADA C/TEXTURA,INJETADOS,66,2024-06-24 00:00:00.000,2500,12,2024,6
583,BOLA SEXTAVADA S/FURO PRETA,INJETADOS,11,2024-06-24 00:00:00.000,800,12,2024,6
587,CHAPEU INJ P/ LANTER SEX PR,INJETADOS,11,2024-06-24 00:00:00.000,700,12,2024,6
807,GRAMPO BARRETE 35X18 (CAIXA C/ 5000 UNI),FIXAÇÃO,"14,74",2024-06-24 00:00:00.000,0,3,2024,6
6476,CONJ ARANDELA PRETO 8114,MONTADOS,11,2024-06-24 00:00:00.000,80,7,2024,6
7721,TRAVESSA INJ DUPLA 2 PARAF M4,MONTADOS,11,2024-06-24 00:00:00.000,1785,12,2024,6
9287,PORCA PASSANTE PRETA INJETADA,INJETADOS,22,2024-06-24 00:00:00.000,4500,12,2024,6
8328,BALIZADOR AL 1 1/2 X50MM  140X140,ELABORAÇÃO AX(1),5,2024-11-04 00:00:00.000,48,7,2024,11
581,BOLA SEXTAVADA C/FURO PRETA,INJETADOS,8,2024-03-06 00:00:00.000,400,17,2024,3
583,BOLA SEXTAVADA S/FURO PRETA,INJETADOS,8,2024-03-06 00:00:00.000,800,12,2024,3
4590,TRIANGULO GRANDE PRETO P/ CORRENTE,INJETADOS,8,2024-03-06 00:00:00.000,330,12,2024,3
4761,CONJ DISCO INJ PRETO TEXT P/ LANT 340,MONTADOS,8,2024-03-06 00:00:00.000,1300,7,2024,3
5552,QUADRO INJ RED LIN MINESOTA PR,INJETADOS,8,2024-03-06 00:00:00.000,300,12,2024,3
5554,LENTE INJ REDONDA  MINESSOTA,INJETADOS,8,2024-03-06 00:00:00.000,400,12,2024,3
5218,CARTELA CLICK PADRAO DUPLEX 300GR VERNIZ,EMBALAGEM,12,2024-09-24 00:00:00.000,3000,7,2024,9
7147,CONJ PENDENTE PRETO 8335 ASPEN,MONTADOS,12,2024-09-24 00:00:00.000,600,7,2024,9
7169,CONJ.8335/8336 PR (LENTE+QUADRO),INJETADOS,12,2024-09-24 00:00:00.000,2500,12,2024,9
5576,CX PAP SIMPLES KRAFT REF: 8430,EMBALAGEM,8,2024-03-06 00:00:00.000,70,7,2024,3
5626,CX SIMPLES MASTER 340x340x470 REF-8430,EMBALAGEM,1,2024-03-06 00:00:00.000,4,7,2024,3
6459,CONJ PENDENTE PRETO 8430,MONTADOS,8,2024-03-06 00:00:00.000,18,7,2024,3
672,"SACO PEBD LISO 27X38X0,08 BARRA 2",EMBALAGEM,12,2024-09-24 00:00:00.000,2000,20,2024,9
1018,CX SIMPLES MASTER 335x316x323 REF-8273,EMBALAGEM,"0,9996",2024-09-24 00:00:00.000,60,7,2024,9
4761,CONJ DISCO INJ PRETO TEXT P/ LANT 340,MONTADOS,12,2024-09-24 00:00:00.000,1300,7,2024,9
10369,"DISCO AL 130X25X0,90  2 FUROS FURO 20MM",ELABORAÇÃO AX(1),10,2024-09-25 00:00:00.000,100,7,2024,9
7506,DISCO AL ARAND PEQ FURO P/TRAVESSA,ELABORAÇÃO AX(1),4,2024-11-21 00:00:00.000,100,5,2024,11
514,SOQUETE PORCELANA E27 FX11 CONICO,ELÉTRICO,8,2024-03-07 00:00:00.000,0,5,2024,3
625,"PARAF AA CAB PAN PHIL 3,5X13 ZB",FIXAÇÃO,16,2024-03-07 00:00:00.000,10453,30,2024,3
5035,CABO 40 CM PARAL MARROM,ELÉTRICO,8,2024-03-07 00:00:00.000,1000,15,2024,3
9514,CHAPEU INJ RED LIN MINESOTA MARROM,INJETADOS,8,2024-03-07 00:00:00.000,100,12,2024,3
506,"PARAF AA CAB PAN PHIL 2,9X9,5 ZB",FIXAÇÃO,24,2024-07-25 00:00:00.000,3000,3,2024,7
581,BOLA SEXTAVADA C/FURO PRETA,INJETADOS,12,2024-07-25 00:00:00.000,400,17,2024,7
9512,BOLA INJ P/ LANTER SEX C/ F MARROM,INJETADOS,18,2025-07-31 00:00:00.000,90,12,2025,7
9513,BOLA INJ P/ LANTER SEX S/ F MARROM,INJETADOS,18,2025-07-31 00:00:00.000,118,12,2025,7
9519,QUADRO INJ P/ LANTER SEX MARROM,INJETADOS,18,2025-07-31 00:00:00.000,200,12,2025,7
9530,CONJ PENDENTE 8113 MARROM,MONTADOS,18,2025-07-31 00:00:00.000,20,10,2025,7
506,"PARAF AA CAB PAN PHIL 2,9X9,5 ZB",FIXAÇÃO,36,2025-07-31 00:00:00.000,3000,3,2025,7
516,LENTE SEXTAVADA C/TEXTURA,INJETADOS,108,2025-07-31 00:00:00.000,2500,12,2025,7
798,CX SIMPLES MASTER 620x177x450 REF-8113,EMBALAGEM,"3,06",2025-07-31 00:00:00.000,40,10,2025,7
1384,CX PAP SIMPLES KRAFT REF 8113,EMBALAGEM,18,2025-07-31 00:00:00.000,200,7,2025,7
5021,TRIANGULO GRANDE MARROM P/ CORRENTE,INJETADOS,18,2025-07-31 00:00:00.000,90,12,2025,7
7121,CONJ DISCO INJ MARROM TEXT LANT 340,MONTADOS,18,2025-07-31 00:00:00.000,150,7,2025,7
10375,SOQUETE TERMO P/ ABAJUR BRANCO- ID 08,ELÉTRICO,4,2025-05-09 00:00:00.000,100,7,2025,5
10468,TUBO 200MM DOBRA 90º X 266MM DOURADO,PINTURA,4,2025-05-09 00:00:00.000,12,10,2025,5
10469,COPO AL 45MM DOURADO,PINTURA,4,2025-05-09 00:00:00.000,35,1,2025,5
10472,DISC AL130X24X1  2 FUR+ FUR 20MM DOURADO,PINTURA,4,2025-05-09 00:00:00.000,30,7,2025,5
10473,PORCA AL USINA 1/2 ROSCA INT M10 DOURADO,PINTURA,4,2025-05-09 00:00:00.000,48,1,2025,5
10474,CUPULA CONICA 8X17X12 TECIDO CRU NATURAL,ABAJUR,4,2025-05-09 00:00:00.000,32,25,2025,5
6346,CABO 45 CM  PARAL PR TARJADO,ELÉTRICO,4,2025-05-09 00:00:00.000,500,15,2025,5
7430,"ARRUELA ACO DENTADA INT 10X18X0,9 ZB",FIXAÇÃO,4,2025-05-09 00:00:00.000,365,3,2025,5
7437,PORCA ACO FOGAO M10 X 3 MM ZB,FIXAÇÃO,8,2025-05-09 00:00:00.000,200,3,2025,5
10143,"CABO  FLEXÍVEL 0,50 MM² 750V 15CM PR",ELÉTRICO,4,2025-05-09 00:00:00.000,1218,15,2025,5
10357,"ROTULO LINHA TORONTO REF:81050=12X9,5CM",EMBALAGEM,4,2025-05-09 00:00:00.000,0,0,2025,5
10373,INTERRUPTOR LIGA/DESLIGA BRANCO,ELÉTRICO,4,2025-05-09 00:00:00.000,120,20,2025,5
1384,CX PAP SIMPLES KRAFT REF 8113,EMBALAGEM,12,2024-07-25 00:00:00.000,200,7,2024,7
4590,TRIANGULO GRANDE PRETO P/ CORRENTE,INJETADOS,12,2024-07-25 00:00:00.000,330,12,2024,7
4761,CONJ DISCO INJ PRETO TEXT P/ LANT 340,MONTADOS,12,2024-07-25 00:00:00.000,1300,7,2024,7
8168,LENTE SEXTAVADA CRISTAL,INJETADOS,72,2024-07-25 00:00:00.000,3000,12,2024,7
9797,COPO ARANDELA INJETADO PRETO COM FURO,INJETADOS,12,2024-07-25 00:00:00.000,435,7,2024,7
569,TRAVESSA INJ PR,INJETADOS,4,2025-05-09 00:00:00.000,2000,12,2025,5
583,BOLA SEXTAVADA S/FURO PRETA,INJETADOS,12,2024-07-25 00:00:00.000,800,12,2024,7
587,CHAPEU INJ P/ LANTER SEX PR,INJETADOS,12,2024-07-25 00:00:00.000,700,12,2024,7
589,QUADRO INJ P/LANTER SEX PR,INJETADOS,12,2024-07-25 00:00:00.000,700,12,2024,7
626,"PARAF AA CAB PAN PHIL 3,5X16 ZB",FIXAÇÃO,24,2024-07-25 00:00:00.000,4000,2,2024,7
798,CX SIMPLES MASTER 620x177x450 REF-8113,EMBALAGEM,"2,04",2024-07-25 00:00:00.000,40,10,2024,7
953,CONJ SOQ 40 CM PARALELO PR,MONTADOS,12,2024-07-25 00:00:00.000,400,7,2024,7
514,SOQUETE PORCELANA E27 FX11 CONICO,ELÉTRICO,12,2024-07-10 00:00:00.000,0,5,2024,7
625,"PARAF AA CAB PAN PHIL 3,5X13 ZB",FIXAÇÃO,24,2024-07-10 00:00:00.000,10453,30,2024,7
2958,CABO 26 CM  PARAL PR,ELÉTRICO,12,2024-07-10 00:00:00.000,4000,15,2024,7
8583,CHAPEU ARAND. INJ OURO VELHO 8336 ASPEN,INJETADOS,12,2024-07-10 00:00:00.000,0,12,2024,7
8585,BRACO INJ MINI ARAN OURO VELH 8336 ASPEN,INJETADOS,12,2024-07-10 00:00:00.000,200,12,2024,7
4761,CONJ DISCO INJ PRETO TEXT P/ LANT 340,MONTADOS,15,2024-10-25 00:00:00.000,1300,7,2024,10
7147,CONJ PENDENTE PRETO 8335 ASPEN,MONTADOS,15,2024-10-25 00:00:00.000,600,7,2024,10
7169,CONJ.8335/8336 PR (LENTE+QUADRO),INJETADOS,15,2024-10-25 00:00:00.000,2500,12,2024,10
569,TRAVESSA INJ PR,INJETADOS,5,2024-11-06 00:00:00.000,2000,12,2024,11
6346,CABO 45 CM  PARAL PR TARJADO,ELÉTRICO,10,2024-11-06 00:00:00.000,500,15,2024,11
7430,"ARRUELA ACO DENTADA INT 10X18X0,9 ZB",FIXAÇÃO,5,2024-11-06 00:00:00.000,365,3,2024,11
7437,PORCA ACO FOGAO M10 X 3 MM ZB,FIXAÇÃO,5,2024-11-06 00:00:00.000,200,3,2024,11
10143,"CABO  FLEXÍVEL 0,50 MM² 750V 15CM PR",ELÉTRICO,5,2024-11-06 00:00:00.000,1218,15,2024,11
10373,INTERRUPTOR LIGA/DESLIGA BRANCO,ELÉTRICO,5,2024-11-06 00:00:00.000,120,20,2024,11
5547,CHAPEU INJ RED LIN MINESOTA BR,INJETADOS,2,2025-02-17 00:00:00.000,73,17,2025,2
5554,LENTE INJ REDONDA  MINESSOTA,INJETADOS,2,2025-02-17 00:00:00.000,400,12,2025,2
6456,CONJ ARANDELA BRANCO 8431,MONTADOS,2,2025-02-17 00:00:00.000,15,7,2025,2
7721,TRAVESSA INJ DUPLA 2 PARAF M4,MONTADOS,2,2025-02-17 00:00:00.000,1785,12,2025,2
9290,PORCA PASSANTE BRANCA INJETADA,INJETADOS,4,2025-02-17 00:00:00.000,1100,12,2025,2
10737,CONJUNTO TUBO AL DOURADO 81053,PINTURA,5,2024-11-06 00:00:00.000,20,1,2024,11
